date,district,pincode,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_
09-09-2025,North West Delhi,110056,1,0,0,1,2,0,8
09-09-2025,North West Delhi,110081,5,2,0,3,26,28,46
09-09-2025,North West Delhi,110082,3,0,0,9,18,24,52
09-09-2025,North West Delhi,110083,4,1,0,8,35,39,81
09-09-2025,North West Delhi,110085,13,5,0,14,121,48,80
09-09-2025,North West Delhi,110086,42,12,0,26,156,0,0
09-09-2025,North West Delhi,110088,7,2,0,8,29,0,0
09-09-2025,North West Delhi,110089,5,0,0,4,12,14,12
09-09-2025,Shahdara,110032,2,0,0,10,34,3,9
09-09-2025,Shahdara,110093,2,0,0,7,12,10,20
09-09-2025,Shahdara,110095,1,0,0,4,19,6,12
09-09-2025,South Delhi,110003,1,0,0,0,5,0,0
09-09-2025,South Delhi,110014,4,0,0,0,24,0,0
09-09-2025,South Delhi,110016,3,1,0,3,8,0,0
09-09-2025,South Delhi,110017,5,2,1,1,37,0,0
09-09-2025,South Delhi,110019,9,3,0,6,64,70,68
09-09-2025,South Delhi,110020,3,2,0,2,30,34,26
09-09-2025,South Delhi,110024,3,0,0,3,17,8,8
09-09-2025,South Delhi,110025,16,1,0,6,52,40,52
09-09-2025,South Delhi,110030,4,0,0,7,23,44,80
09-09-2025,South Delhi,110044,17,11,1,15,102,70,113
09-09-2025,South Delhi,110047,5,1,0,4,12,42,54
09-09-2025,South Delhi,110049,16,1,0,3,20,10,5
09-09-2025,South Delhi,110062,16,6,0,15,121,0,0
09-09-2025,South Delhi,110065,4,1,1,4,16,0,0
09-09-2025,South Delhi,110068,2,3,0,2,23,18,20
09-09-2025,South Delhi,110074,5,0,0,6,43,58,70
09-09-2025,South Delhi,110076,3,1,0,2,34,38,56
09-09-2025,South Delhi,110080,3,5,0,1,11,22,52
09-09-2025,South East Delhi,110025,1,0,0,5,11,0,0
09-09-2025,South West Delhi,110010,1,2,0,2,14,12,18
09-09-2025,South West Delhi,110016,0,1,0,0,6,0,2
09-09-2025,South West Delhi,110021,1,0,0,0,10,0,0
09-09-2025,South West Delhi,110023,3,0,1,2,17,16,20
09-09-2025,South West Delhi,110028,2,0,0,4,20,0,0
09-09-2025,South West Delhi,110029,1,2,1,0,10,6,6
09-09-2025,South West Delhi,110030,1,0,0,0,3,0,0
09-09-2025,South West Delhi,110037,1,1,0,12,37,0,0
09-09-2025,South West Delhi,110038,2,0,0,0,8,12,8
09-09-2025,South West Delhi,110043,12,3,0,25,98,0,0
09-09-2025,South West Delhi,110045,19,5,1,20,97,0,0
09-09-2025,South West Delhi,110046,4,2,0,9,46,42,52
09-09-2025,South West Delhi,110057,1,0,0,2,10,0,0
09-09-2025,South West Delhi,110061,4,0,0,3,20,6,24
09-09-2025,South West Delhi,110066,3,1,0,0,3,0,0
09-09-2025,South West Delhi,110067,1,1,0,1,11,20,4
09-09-2025,South West Delhi,110070,5,1,1,3,41,17,8
09-09-2025,South West Delhi,110071,4,2,0,5,24,13,16
09-09-2025,South West Delhi,110072,2,0,0,0,4,12,8
09-09-2025,South West Delhi,110073,3,0,0,2,9,6,22
09-09-2025,South West Delhi,110075,6,0,0,7,16,0,0
09-09-2025,South West Delhi,110077,6,1,0,6,37,44,40
09-09-2025,South West Delhi,110078,7,1,0,5,47,23,20
09-09-2025,West Delhi,110015,7,2,0,12,38,0,0
09-09-2025,West Delhi,110018,11,3,0,17,89,0,0
09-09-2025,West Delhi,110026,1,0,0,4,13,0,0
09-09-2025,West Delhi,110027,3,1,0,9,46,17,34
09-09-2025,West Delhi,110041,43,8,0,19,108,0,0
09-09-2025,West Delhi,110043,0,1,0,5,12,16,36
09-09-2025,West Delhi,110058,1,0,1,2,29,22,18
09-09-2025,West Delhi,110059,53,11,0,33,253,248,258
09-09-2025,West Delhi,110063,7,0,0,6,33,0,0
09-09-2025,West Delhi,110064,1,1,0,0,1,0,0
09-09-2025,West Delhi,110087,8,0,0,3,23,20,54
09-11-2025,Central Delhi,110001,1,0,0,0,0,0,0
09-11-2025,Central Delhi,110002,2,0,0,0,0,0,0
09-11-2025,Central Delhi,110003,2,0,0,1,4,4,0
09-11-2025,Central Delhi,110004,1,0,0,0,0,0,0
09-11-2025,Central Delhi,110005,3,0,0,3,11,4,10
09-11-2025,Central Delhi,110008,3,2,0,0,0,0,0
09-11-2025,Central Delhi,110012,3,0,0,0,4,1,0
09-11-2025,Central Delhi,110055,4,1,0,0,4,2,8
09-11-2025,East Delhi,110031,5,1,0,1,14,2,6
09-11-2025,East Delhi,110032,2,0,0,0,6,0,6
09-11-2025,East Delhi,110051,2,0,0,0,16,4,6
09-11-2025,East Delhi,110091,20,2,0,3,35,18,26
09-11-2025,East Delhi,110092,16,3,1,3,49,24,24
09-11-2025,East Delhi,110095,5,0,0,0,6,0,0
09-11-2025,East Delhi,110096,6,5,0,6,57,0,0
09-11-2025,New Delhi,110001,1,1,0,4,6,0,2
09-11-2025,New Delhi,110021,0,0,1,0,2,0,4
09-11-2025,North Delhi,110006,9,1,0,0,26,12,16
09-11-2025,North Delhi,110007,3,1,0,1,8,2,14
09-11-2025,North Delhi,110054,1,0,1,0,7,2,0
09-11-2025,North Delhi,110084,10,3,0,2,45,11,15
09-11-2025,North East,110053,4,2,0,2,6,0,6
09-11-2025,North East,110093,5,1,0,0,10,0,18
09-11-2025,North East,110094,9,1,0,1,20,2,13
09-11-2025,North East Delhi,110032,6,1,0,0,0,0,0
09-11-2025,North East Delhi,110053,18,3,0,0,0,0,0
09-11-2025,North East Delhi,110093,9,1,0,1,20,18,36
09-11-2025,North East Delhi,110094,33,5,0,16,73,44,58
09-11-2025,North West Delhi,110009,4,0,0,1,12,2,6
09-11-2025,North West Delhi,110033,11,2,0,0,0,0,0
09-11-2025,North West Delhi,110034,6,0,1,2,42,8,14
09-11-2025,North West Delhi,110036,5,0,0,0,6,0,6
09-11-2025,North West Delhi,110039,6,2,1,2,6,6,8
09-11-2025,North West Delhi,110040,3,3,0,0,0,0,0
09-11-2025,North West Delhi,110042,19,2,0,0,0,0,0
09-11-2025,North West Delhi,110052,2,0,0,3,22,6,14
09-11-2025,North West Delhi,110056,1,0,0,0,2,0,4
09-11-2025,North West Delhi,110081,5,1,0,2,48,8,4
09-11-2025,North West Delhi,110082,2,1,1,0,5,0,10
09-11-2025,North West Delhi,110083,5,1,0,0,0,0,0
09-11-2025,North West Delhi,110085,11,1,0,0,0,0,0
09-11-2025,North West Delhi,110086,32,6,0,7,67,0,0
09-11-2025,North West Delhi,110088,4,0,0,0,7,0,0
09-11-2025,North West Delhi,110089,3,0,0,0,8,0,0
09-11-2025,North West Delhi,110094,1,0,0,0,0,0,2
09-11-2025,Shahdara,110032,6,1,0,0,0,0,0
09-11-2025,Shahdara,110053,0,1,0,1,2,0,0
09-11-2025,Shahdara,110095,2,0,0,0,22,0,22
09-11-2025,South Delhi,110003,1,0,0,0,1,0,0
09-11-2025,South Delhi,110013,1,1,0,0,0,0,0
09-11-2025,South Delhi,110014,7,0,0,0,4,0,2
09-11-2025,South Delhi,110016,2,0,0,0,2,0,4
09-11-2025,South Delhi,110017,6,1,1,0,12,4,0
09-11-2025,South Delhi,110019,11,2,0,0,0,0,0
09-11-2025,South Delhi,110020,3,0,0,1,9,0,0
09-11-2025,South Delhi,110025,12,2,0,1,20,0,0
09-11-2025,South Delhi,110030,5,1,0,0,16,2,0
09-11-2025,South Delhi,110044,17,4,0,6,98,96,108
09-11-2025,South Delhi,110047,1,0,0,0,6,0,6
09-11-2025,South Delhi,110048,1,1,0,1,10,0,1
09-11-2025,South Delhi,110062,25,3,0,1,52,26,30
09-11-2025,South Delhi,110065,2,1,1,4,12,6,6
09-11-2025,South Delhi,110068,1,2,0,0,10,0,10
09-11-2025,South Delhi,110074,5,2,0,2,17,0,0
09-11-2025,South Delhi,110076,11,0,0,1,9,0,0
09-11-2025,South Delhi,110080,5,0,0,1,8,2,6
09-11-2025,South West Delhi,110010,3,0,0,0,7,1,1
09-11-2025,South West Delhi,110016,3,0,0,0,0,0,1
09-11-2025,South West Delhi,110022,2,0,1,0,0,0,0
09-11-2025,South West Delhi,110023,1,0,0,0,0,0,0
09-11-2025,South West Delhi,110028,1,0,0,0,7,2,4
09-11-2025,South West Delhi,110037,2,0,0,0,10,6,6
09-11-2025,South West Delhi,110038,2,0,0,0,1,0,0
09-11-2025,South West Delhi,110043,5,5,0,4,38,6,4
09-11-2025,South West Delhi,110045,12,1,0,0,0,0,0
09-11-2025,South West Delhi,110046,1,0,0,2,12,0,0
09-11-2025,South West Delhi,110061,3,2,0,2,3,4,6
09-11-2025,South West Delhi,110064,2,1,0,0,6,2,8
09-11-2025,South West Delhi,110067,1,0,0,0,3,0,2
09-11-2025,South West Delhi,110070,11,2,0,1,5,1,5
09-11-2025,South West Delhi,110071,2,0,0,0,5,0,10
09-11-2025,South West Delhi,110072,3,0,0,0,6,0,2
09-11-2025,South West Delhi,110073,2,0,0,0,4,0,0
09-11-2025,South West Delhi,110075,2,0,0,3,11,0,0
09-11-2025,South West Delhi,110077,5,0,0,3,18,0,1
09-11-2025,South West Delhi,110078,9,0,0,4,21,6,4
09-11-2025,West Delhi,110015,4,0,0,0,11,0,0
09-11-2025,West Delhi,110018,6,2,0,1,26,4,10
09-11-2025,West Delhi,110026,3,0,0,0,7,0,0
09-11-2025,West Delhi,110027,6,1,0,0,0,0,0
09-11-2025,West Delhi,110041,12,4,0,4,35,0,0
09-11-2025,West Delhi,110043,0,4,0,0,11,0,0
09-11-2025,West Delhi,110058,1,0,0,0,20,6,6
09-11-2025,West Delhi,110059,21,5,0,18,226,40,48
09-11-2025,West Delhi,110063,3,0,0,1,11,4,3
09-11-2025,West Delhi,110087,4,0,0,0,0,0,0
10-06-2025,Central Delhi,110002,1,1,0,0,0,0,0
10-06-2025,Central Delhi,110003,0,3,0,0,0,0,0
10-06-2025,Central Delhi,110005,6,1,0,0,0,13,43
10-06-2025,Central Delhi,110008,5,1,0,0,0,34,84
10-06-2025,Central Delhi,110011,1,1,0,0,0,4,6
10-06-2025,Central Delhi,110012,2,0,0,0,0,0,0
10-06-2025,Central Delhi,110055,4,5,1,0,0,0,0
10-06-2025,East Delhi,110031,4,1,0,0,0,0,0
10-06-2025,East Delhi,110032,3,2,0,0,0,0,0
10-06-2025,East Delhi,110051,7,6,1,0,0,13,25
10-06-2025,East Delhi,110091,11,12,1,0,0,64,124
10-06-2025,East Delhi,110092,6,6,2,0,0,41,96
10-06-2025,East Delhi,110095,12,2,0,0,0,50,90
10-06-2025,East Delhi,110096,7,15,0,0,0,40,52
10-06-2025,New Delhi,110001,0,2,0,0,0,8,10
10-06-2025,New Delhi,110021,0,2,0,0,0,4,4
10-06-2025,North Delhi,110006,8,6,0,0,0,0,0
10-06-2025,North Delhi,110007,8,3,0,0,0,0,0
10-06-2025,North Delhi,110054,1,0,0,0,0,0,0
10-06-2025,North Delhi,110084,12,8,0,0,0,60,124
10-06-2025,North East,110053,4,4,0,0,0,0,0
10-06-2025,North East,110093,0,2,0,0,0,3,40
10-06-2025,North East,110094,9,1,0,0,0,0,0
10-06-2025,North East Delhi,110032,7,3,0,0,0,46,70
10-06-2025,North East Delhi,110053,9,4,0,0,0,120,152
10-06-2025,North East Delhi,110093,6,8,0,0,0,52,73
10-06-2025,North East Delhi,110094,9,14,0,0,0,176,234
10-06-2025,North West Delhi,110009,5,2,2,0,0,0,0
10-06-2025,North West Delhi,110033,18,10,0,0,0,76,138
10-06-2025,North West Delhi,110034,9,0,2,0,0,0,0
10-06-2025,North West Delhi,110035,2,1,0,0,0,0,0
10-06-2025,North West Delhi,110036,2,1,0,0,0,36,88
10-06-2025,North West Delhi,110039,7,3,0,0,0,33,46
10-06-2025,North West Delhi,110040,9,10,0,0,0,0,0
10-06-2025,North West Delhi,110042,10,10,0,0,0,98,272
10-06-2025,North West Delhi,110052,3,0,0,0,0,0,0
10-06-2025,North West Delhi,110081,3,1,0,0,0,0,0
10-06-2025,North West Delhi,110082,3,2,0,0,0,18,30
10-06-2025,North West Delhi,110083,5,3,0,0,0,40,98
10-06-2025,North West Delhi,110085,13,3,0,0,0,0,0
10-06-2025,North West Delhi,110086,33,18,0,0,0,152,330
10-06-2025,North West Delhi,110088,3,2,0,0,0,22,68
10-06-2025,North West Delhi,110089,1,0,1,0,0,0,0
10-06-2025,Shahdara,110032,0,2,0,0,0,10,26
10-06-2025,Shahdara,110095,0,3,0,0,0,0,0
10-06-2025,South Delhi,110003,1,0,0,0,0,0,0
10-06-2025,South Delhi,110013,0,1,1,0,0,0,0
10-06-2025,South Delhi,110014,0,1,0,0,0,18,18
10-06-2025,South Delhi,110017,3,2,3,0,0,18,82
10-06-2025,South Delhi,110019,6,2,1,0,0,34,76
10-06-2025,South Delhi,110020,4,2,0,0,0,14,28
10-06-2025,South Delhi,110024,1,0,0,0,0,10,6
10-06-2025,South Delhi,110025,5,6,0,0,0,0,0
10-06-2025,South Delhi,110030,2,3,0,0,0,0,0
10-06-2025,South Delhi,110044,25,5,0,0,0,56,72
10-06-2025,South Delhi,110047,1,2,0,0,0,14,76
10-06-2025,South Delhi,110048,2,1,0,0,0,8,8
10-06-2025,South Delhi,110049,4,0,0,0,0,10,16
10-06-2025,South Delhi,110062,16,5,0,0,0,0,0
10-06-2025,South Delhi,110065,3,1,0,0,0,5,18
10-06-2025,South Delhi,110068,2,1,0,0,0,0,0
10-06-2025,South Delhi,110074,4,1,0,0,0,0,0
10-06-2025,South Delhi,110076,3,2,0,0,0,5,7
10-06-2025,South Delhi,110080,2,1,0,0,0,0,0
10-06-2025,South East Delhi,110025,0,1,0,0,0,2,0
10-06-2025,South West Delhi,110021,1,0,0,0,0,6,6
10-06-2025,South West Delhi,110022,2,2,0,0,0,0,0
10-06-2025,South West Delhi,110023,0,1,0,0,0,6,12
10-06-2025,South West Delhi,110028,1,1,0,0,0,7,11
10-06-2025,South West Delhi,110037,3,3,0,0,0,0,0
10-06-2025,South West Delhi,110043,10,7,0,0,0,0,0
10-06-2025,South West Delhi,110045,3,3,0,0,0,35,56
10-06-2025,South West Delhi,110046,3,3,0,0,0,18,28
10-06-2025,South West Delhi,110061,0,3,0,0,0,0,0
10-06-2025,South West Delhi,110064,2,1,0,0,0,10,18
10-06-2025,South West Delhi,110067,1,1,0,0,0,8,14
10-06-2025,South West Delhi,110071,4,1,0,0,0,24,50
10-06-2025,South West Delhi,110072,2,2,0,0,0,0,0
10-06-2025,South West Delhi,110073,2,0,0,0,0,0,0
10-06-2025,South West Delhi,110075,2,1,0,0,0,0,0
10-06-2025,South West Delhi,110077,5,0,1,0,0,0,0
10-06-2025,South West Delhi,110078,3,1,0,0,0,15,28
10-06-2025,West Delhi,110015,3,4,0,0,0,0,0
10-06-2025,West Delhi,110018,3,2,5,0,0,72,102
10-06-2025,West Delhi,110026,2,1,0,0,0,0,0
10-06-2025,West Delhi,110027,4,4,0,0,0,30,80
10-06-2025,West Delhi,110041,16,9,0,0,0,0,0
10-06-2025,West Delhi,110043,1,2,0,0,0,0,0
10-06-2025,West Delhi,110058,2,0,0,0,0,2,28
10-06-2025,West Delhi,110059,46,7,12,0,0,0,0
10-06-2025,West Delhi,110063,5,1,0,0,0,16,44
10-06-2025,West Delhi,110087,3,0,0,0,0,0,0
10-09-2025,Central Delhi,110001,1,0,0,0,3,0,2
10-09-2025,Central Delhi,110002,4,2,0,3,20,0,0
10-09-2025,Central Delhi,110003,2,0,0,1,17,0,0
10-09-2025,Central Delhi,110005,6,3,0,11,27,0,0
10-09-2025,Central Delhi,110008,11,10,0,11,54,38,51
10-09-2025,Central Delhi,110012,4,0,0,4,19,10,19
10-09-2025,Central Delhi,110055,1,0,0,4,33,34,58
10-09-2025,East Delhi,110031,5,2,0,4,57,29,47
10-09-2025,East Delhi,110032,4,0,0,0,17,1,16
10-09-2025,East Delhi,110051,8,5,0,2,58,0,0
10-09-2025,East Delhi,110053,1,0,0,1,4,0,0
10-09-2025,East Delhi,110091,15,7,2,13,80,92,110
10-09-2025,East Delhi,110092,16,4,0,28,119,0,0
10-09-2025,East Delhi,110095,16,2,0,10,34,0,0
10-09-2025,East Delhi,110096,9,4,0,13,94,0,0
10-09-2025,New Delhi,110001,2,1,0,3,9,0,0
10-09-2025,North Delhi,110006,13,4,0,12,66,88,112
10-09-2025,North Delhi,110007,1,0,1,7,52,0,0
10-09-2025,North Delhi,110054,4,1,0,4,17,28,36
10-09-2025,North Delhi,110084,15,10,0,23,92,0,0
10-09-2025,North East,110053,5,1,0,1,26,0,0
10-09-2025,North East,110093,9,2,0,1,20,6,78
10-09-2025,North East,110094,6,3,0,5,65,0,0
10-09-2025,North East Delhi,110032,5,3,0,12,34,0,0
10-09-2025,North East Delhi,110053,19,1,0,31,93,110,120
10-09-2025,North East Delhi,110093,18,2,0,14,50,0,0
10-09-2025,North East Delhi,110094,28,11,0,37,151,159,165
10-09-2025,North West Delhi,110009,2,3,0,4,25,18,22
10-09-2025,North West Delhi,110033,14,2,0,15,67,0,0
10-09-2025,North West Delhi,110034,6,5,0,13,79,70,78
10-09-2025,North West Delhi,110035,4,2,0,0,30,0,0
10-09-2025,North West Delhi,110036,12,1,0,10,37,22,33
10-09-2025,North West Delhi,110039,4,1,1,9,30,54,60
10-09-2025,North West Delhi,110040,5,4,1,21,67,138,128
10-09-2025,North West Delhi,110042,20,11,0,38,108,0,0
10-09-2025,North West Delhi,110052,9,2,0,9,50,70,96
10-09-2025,North West Delhi,110081,4,1,0,6,35,0,0
10-09-2025,North West Delhi,110082,3,2,1,4,14,20,36
10-09-2025,North West Delhi,110083,10,1,0,3,29,62,118
10-09-2025,North West Delhi,110085,16,3,0,19,102,102,122
10-09-2025,North West Delhi,110086,38,5,0,26,168,0,0
10-09-2025,North West Delhi,110088,6,1,0,7,33,0,0
10-09-2025,North West Delhi,110089,2,0,0,4,20,12,26
10-09-2025,Shahdara,110032,3,1,0,6,44,1,8
10-09-2025,Shahdara,110053,0,1,0,2,11,0,2
10-09-2025,Shahdara,110093,2,1,0,0,21,2,7
10-09-2025,Shahdara,110095,3,0,0,4,17,0,6
10-09-2025,South Delhi,110013,1,0,0,2,9,0,0
10-09-2025,South Delhi,110014,1,1,0,2,8,0,0
10-09-2025,South Delhi,110016,1,0,0,1,11,2,3
10-09-2025,South Delhi,110017,9,2,3,3,41,28,82
10-09-2025,South Delhi,110019,7,2,0,6,59,0,0
10-09-2025,South Delhi,110020,4,2,0,5,32,20,36
10-09-2025,South Delhi,110024,1,1,0,0,18,0,0
10-09-2025,South Delhi,110025,11,1,0,4,62,70,102
10-09-2025,South Delhi,110030,7,2,0,8,33,0,0
10-09-2025,South Delhi,110044,17,11,0,10,111,130,190
10-09-2025,South Delhi,110047,6,1,0,5,12,12,21
10-09-2025,South Delhi,110049,1,0,0,0,19,0,0
10-09-2025,South Delhi,110062,23,8,0,18,148,198,320
10-09-2025,South Delhi,110065,9,1,0,2,44,20,13
10-09-2025,South Delhi,110068,5,1,0,4,16,22,22
10-09-2025,South Delhi,110074,19,0,0,5,50,26,27
10-09-2025,South Delhi,110076,4,3,0,4,33,36,64
10-09-2025,South Delhi,110080,4,0,0,0,19,0,0
10-09-2025,South West Delhi,110010,1,0,0,2,9,0,0
10-09-2025,South West Delhi,110016,2,0,0,2,4,0,0
10-09-2025,South West Delhi,110021,2,0,1,0,5,0,2
10-09-2025,South West Delhi,110022,1,1,0,5,15,8,10
10-09-2025,South West Delhi,110023,2,0,0,4,15,2,12
10-09-2025,South West Delhi,110030,1,0,0,0,4,0,0
10-09-2025,South West Delhi,110037,9,2,0,12,46,0,0
10-09-2025,South West Delhi,110038,4,0,0,0,3,7,6
10-09-2025,South West Delhi,110043,26,10,0,20,79,0,0
10-09-2025,South West Delhi,110045,13,5,0,15,91,45,72
10-09-2025,South West Delhi,110046,10,3,0,9,45,76,76
10-09-2025,South West Delhi,110057,0,0,1,3,12,11,9
10-09-2025,South West Delhi,110061,3,1,0,5,15,10,9
10-09-2025,South West Delhi,110064,2,0,0,6,24,7,9
10-09-2025,South West Delhi,110066,1,1,0,1,5,2,3
10-09-2025,South West Delhi,110067,2,0,0,4,19,0,0
10-09-2025,South West Delhi,110070,2,0,1,5,28,0,0
10-09-2025,South West Delhi,110071,2,0,0,2,23,0,0
10-09-2025,South West Delhi,110075,2,0,0,10,29,26,26
10-09-2025,South West Delhi,110077,7,1,0,11,47,18,20
10-09-2025,South West Delhi,110078,8,0,1,3,34,44,58
10-09-2025,West Delhi,110015,1,0,0,9,44,26,62
10-09-2025,West Delhi,110018,11,3,1,10,101,46,67
10-09-2025,West Delhi,110027,9,1,0,8,39,56,92
10-09-2025,West Delhi,110041,29,6,0,37,124,186,276
10-09-2025,West Delhi,110043,3,0,0,1,10,20,34
10-09-2025,West Delhi,110058,2,0,0,3,22,0,0
10-09-2025,West Delhi,110059,31,10,0,41,246,0,0
10-09-2025,West Delhi,110063,5,0,0,3,24,24,34
10-09-2025,West Delhi,110087,5,0,0,3,23,30,34
10-11-2025,Central Delhi,110002,5,2,0,0,0,0,0
10-11-2025,Central Delhi,110003,0,3,0,4,23,0,0
10-11-2025,Central Delhi,110005,5,0,0,8,82,34,64
10-11-2025,Central Delhi,110008,7,1,0,8,51,60,112
10-11-2025,Central Delhi,110055,5,0,0,1,30,38,36
10-11-2025,East Delhi,110031,5,3,0,5,45,0,0
10-11-2025,East Delhi,110032,4,0,0,2,46,2,38
10-11-2025,East Delhi,110051,13,4,0,20,130,70,92
10-11-2025,East Delhi,110053,1,1,0,0,11,6,3
10-11-2025,East Delhi,110091,32,7,0,10,156,50,154
10-11-2025,East Delhi,110092,29,13,1,0,0,0,0
10-11-2025,East Delhi,110095,5,5,0,5,28,32,68
10-11-2025,East Delhi,110096,18,8,0,7,72,21,45
10-11-2025,Najafgarh,110043,1,0,0,2,1,0,2
10-11-2025,New Delhi,110001,3,0,0,0,18,8,6
10-11-2025,New Delhi,110021,1,0,0,0,10,0,0
10-11-2025,North Delhi,110006,10,3,0,0,0,0,0
10-11-2025,North Delhi,110007,6,0,0,3,39,11,20
10-11-2025,North Delhi,110054,3,0,0,2,22,0,0
10-11-2025,North Delhi,110084,17,4,0,5,70,0,0
10-11-2025,North East,110053,8,3,0,0,0,0,0
10-11-2025,North East,110093,5,1,0,1,15,4,72
10-11-2025,North East,110094,9,8,0,6,110,2,140
10-11-2025,North East Delhi,110032,12,2,0,0,0,0,0
10-11-2025,North East Delhi,110053,15,13,0,0,0,0,0
10-11-2025,North East Delhi,110090,1,0,0,0,2,2,0
10-11-2025,North East Delhi,110093,16,1,0,8,55,41,93
10-11-2025,North East Delhi,110094,48,14,0,17,191,268,308
10-11-2025,North West Delhi,110009,5,1,0,0,0,0,0
10-11-2025,North West Delhi,110033,17,5,1,6,65,62,164
10-11-2025,North West Delhi,110034,15,3,0,6,122,54,86
10-11-2025,North West Delhi,110035,11,0,0,0,0,0,0
10-11-2025,North West Delhi,110036,9,3,0,2,27,19,30
10-11-2025,North West Delhi,110039,7,5,0,4,35,54,102
10-11-2025,North West Delhi,110040,8,1,1,0,0,0,0
10-11-2025,North West Delhi,110042,27,6,0,18,206,112,288
10-11-2025,North West Delhi,110052,8,2,0,0,0,0,0
10-11-2025,North West Delhi,110056,1,0,0,0,2,4,6
10-11-2025,North West Delhi,110081,4,2,0,6,36,0,0
10-11-2025,North West Delhi,110082,1,1,0,0,11,5,25
10-11-2025,North West Delhi,110083,8,1,0,0,0,0,0
10-11-2025,North West Delhi,110085,29,4,0,9,103,38,71
10-11-2025,North West Delhi,110086,54,10,1,16,171,0,0
10-11-2025,North West Delhi,110088,4,0,0,2,28,13,29
10-11-2025,North West Delhi,110089,4,0,0,0,0,0,0
10-11-2025,Shahdara,110032,1,0,0,5,51,4,14
10-11-2025,Shahdara,110053,0,1,0,1,5,1,5
10-11-2025,Shahdara,110093,1,1,0,0,0,0,0
10-11-2025,Shahdara,110095,2,0,0,0,0,0,0
10-11-2025,South Delhi,110013,2,0,0,0,0,0,0
10-11-2025,South Delhi,110014,4,1,0,1,13,4,22
10-11-2025,South Delhi,110016,1,0,0,2,8,6,16
10-11-2025,South Delhi,110017,8,1,0,2,76,20,44
10-11-2025,South Delhi,110019,15,3,0,6,54,13,36
10-11-2025,South Delhi,110020,6,3,0,1,21,28,34
10-11-2025,South Delhi,110024,3,0,0,0,13,0,0
10-11-2025,South Delhi,110025,20,7,0,24,112,42,114
10-11-2025,South Delhi,110030,5,2,0,0,0,0,0
10-11-2025,South Delhi,110044,38,12,0,0,0,0,0
10-11-2025,South Delhi,110047,1,0,0,0,18,16,16
10-11-2025,South Delhi,110048,5,1,0,4,24,8,10
10-11-2025,South Delhi,110049,1,0,1,0,10,0,0
10-11-2025,South Delhi,110062,24,7,1,0,0,0,0
10-11-2025,South Delhi,110065,2,0,0,1,30,5,17
10-11-2025,South Delhi,110068,3,2,0,1,17,5,12
10-11-2025,South Delhi,110074,8,2,0,3,38,36,62
10-11-2025,South Delhi,110076,14,3,0,2,31,12,30
10-11-2025,South Delhi,110080,1,1,0,0,32,24,14
10-11-2025,South East Delhi,110025,1,0,0,0,0,0,0
10-11-2025,South West Delhi,110016,1,1,0,0,12,0,4
10-11-2025,South West Delhi,110022,4,0,0,2,36,8,26
10-11-2025,South West Delhi,110023,1,0,0,8,26,6,14
10-11-2025,South West Delhi,110028,3,0,0,0,0,0,0
10-11-2025,South West Delhi,110029,1,0,0,0,0,0,0
10-11-2025,South West Delhi,110037,5,2,0,6,88,32,46
10-11-2025,South West Delhi,110038,1,1,0,0,8,0,8
10-11-2025,South West Delhi,110043,21,3,0,14,90,0,0
10-11-2025,South West Delhi,110045,16,6,1,4,73,0,0
10-11-2025,South West Delhi,110046,8,1,0,4,30,14,13
10-11-2025,South West Delhi,110057,3,0,0,0,13,2,6
10-11-2025,South West Delhi,110061,3,0,0,0,28,10,10
10-11-2025,South West Delhi,110064,2,4,0,1,17,0,0
10-11-2025,South West Delhi,110066,1,0,0,0,6,1,4
10-11-2025,South West Delhi,110067,2,0,0,1,10,2,6
10-11-2025,South West Delhi,110070,8,1,0,8,50,20,24
10-11-2025,South West Delhi,110071,4,2,0,4,28,14,40
10-11-2025,South West Delhi,110072,2,2,0,2,26,6,8
10-11-2025,South West Delhi,110073,3,0,0,0,4,0,0
10-11-2025,South West Delhi,110075,6,0,0,2,32,10,46
10-11-2025,South West Delhi,110077,4,0,0,5,43,0,0
10-11-2025,South West Delhi,110078,3,0,0,0,0,0,0
10-11-2025,West Delhi,110015,5,0,0,0,0,0,0
10-11-2025,West Delhi,110018,13,1,0,13,112,0,0
10-11-2025,West Delhi,110026,0,1,0,0,13,2,12
10-11-2025,West Delhi,110027,9,0,0,2,49,0,0
10-11-2025,West Delhi,110041,16,2,1,0,0,0,0
10-11-2025,West Delhi,110043,1,2,0,1,16,0,0
10-11-2025,West Delhi,110058,3,0,0,0,22,0,0
10-11-2025,West Delhi,110059,53,14,2,13,236,132,218
10-11-2025,West Delhi,110063,4,1,0,3,29,9,23
10-11-2025,West Delhi,110087,3,2,0,0,16,6,7
11-06-2025,Central Delhi,110002,1,0,0,0,0,13,17
11-06-2025,Central Delhi,110003,1,2,1,0,0,0,0
11-06-2025,Central Delhi,110005,4,4,1,0,0,36,54
11-06-2025,Central Delhi,110008,6,2,0,0,0,0,0
11-06-2025,Central Delhi,110012,1,1,0,0,0,14,32
11-06-2025,Central Delhi,110055,8,3,0,0,0,36,38
11-06-2025,East Delhi,110031,6,1,0,0,0,12,41
11-06-2025,East Delhi,110032,4,2,0,0,0,0,0
11-06-2025,East Delhi,110051,2,3,0,0,0,15,38
11-06-2025,East Delhi,110091,6,4,0,0,0,56,138
